path,match_families,deletion_phase,replacement_owner,absence_gate,status,disposition,disposition_basis
crates/worth-store/src/physical_runtime/record_serving/c6_handoff/mod.rs,c6-identifier;temporary-handoff,phase-7,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/mod.rs,source-and-metadata-absence,deleted-phase-7,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store/src/physical_runtime/record_serving/c6_handoff/residency/dirty_frame.rs,c6-identifier;temporary-handoff,phase-5,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/dirty/admitted_frame.rs,source-and-metadata-absence,deleted-phase-5,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store/src/physical_runtime/record_serving/c6_handoff/residency/frame_load.rs,c6-identifier;temporary-handoff,phase-3,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/capability.rs,source-and-metadata-absence,deleted-phase-3,delete,Delete temporary frame-load authority; the Store-private residency capability owns ordinary loading and its sealed certification child owns fault driving
crates/worth-store/src/physical_runtime/record_serving/c6_handoff/residency/mod.rs,c6-identifier;temporary-handoff,phase-7,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/mod.rs,source-and-metadata-absence,deleted-phase-7,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store/src/physical_runtime/record_serving/c6_handoff/residency/writeback.rs,c6-identifier;temporary-handoff,phase-5,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/dirty/writeback.rs,source-and-metadata-absence,deleted-phase-5,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store/src/physical_runtime/record_serving/c6_handoff/residency/writeback/outcome.rs,c6-identifier;temporary-handoff,phase-5,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/dirty/outcome.rs,source-and-metadata-absence,deleted-phase-5,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store/src/physical_runtime/record_serving/evidence/physical_work/causal_lowering.rs,c6-identifier,phase-7,workspace:crates/worth-store/src/physical_runtime/record_serving/evidence/physical_work/causal_lowering.rs,source-and-metadata-absence,deleted-phase-7,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store/src/physical_runtime/record_serving/evidence/physical_work/lowering.rs,c6-identifier,phase-7,workspace:crates/worth-store/src/physical_runtime/record_serving/evidence/physical_work/lowering.rs,source-and-metadata-absence,deleted-phase-7,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store/src/physical_runtime/record_serving/evidence/physical_work/validation.rs,c6-identifier,phase-7,workspace:crates/worth-store/src/physical_runtime/record_serving/evidence/physical_work/validation.rs,source-and-metadata-absence,deleted-phase-7,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store/src/physical_runtime/record_serving/lifecycle/serving_runtime.rs,c6-identifier,phase-7,workspace:crates/worth-store/src/physical_runtime/record_serving/lifecycle/serving_runtime.rs,source-and-metadata-absence,deleted-phase-7,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store/src/physical_runtime/record_serving/lifecycle/serving_runtime/certification.rs,c6-identifier,phase-7,workspace:crates/worth-store/src/physical_runtime/record_serving/lifecycle/serving_runtime/certification.rs,source-and-metadata-absence,deleted-phase-7,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store/src/physical_runtime/record_serving/mod.rs,c6-identifier,phase-7,workspace:crates/worth-store/src/physical_runtime/record_serving/mod.rs,source-and-metadata-absence,deleted-phase-7,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store/tests/physical_record_journeys.rs,c6-identifier,phase-3,workspace:crates/worth-store/tests/physical_record_journeys.rs,source-and-metadata-absence,deleted-phase-3,narrow,Retain the journey composition root while removing milestone vocabulary and wiring responsibility-named residency evidence
crates/worth-store/tests/physical_record_journeys/c6_preparation.rs,c6-identifier,phase-3,workspace:crates/worth-store/tests/physical_record_journeys/,source-and-metadata-absence,deleted-phase-3,delete,Delete the milestone-shaped preparation module after pressure and fault preparation move to responsibility-named journey modules
crates/worth-store/tests/physical_record_journeys/child_process/dispatch.rs,c6-identifier,phase-5,workspace:crates/worth-store/tests/physical_record_journeys/child_process/dispatch.rs,source-and-metadata-absence,deleted-phase-5,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store/tests/physical_record_journeys/physical_work/c6_handoff.rs,c6-identifier;temporary-handoff,phase-7,workspace:crates/worth-store/tests/physical_record_journeys/physical_work/serving_frame_residency.rs,source-and-metadata-absence,deleted-phase-7,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store/tests/physical_record_journeys/physical_work/c6_projection_failure.rs,c6-identifier,phase-7,workspace:crates/worth-store/tests/physical_record_journeys/physical_work/residency_projection_failure.rs,source-and-metadata-absence,deleted-phase-7,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store/tests/physical_record_journeys/physical_work/c6_residency_inheritance.rs,c6-identifier,phase-3,workspace:crates/worth-store/tests/physical_record_journeys/physical_work/serving_frame_residency.rs,source-and-metadata-absence,deleted-phase-3,delete,Delete milestone-named inheritance tests after serving-frame residency owns the retained fault hit coalescence and refault evidence
crates/worth-store/tests/physical_record_journeys/physical_work/c6_writeback_retry.rs,c6-identifier,phase-5,workspace:crates/worth-store/tests/physical_record_journeys/physical_work/residency_writeback_retry.rs,source-and-metadata-absence,deleted-phase-5,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store/tests/physical_record_journeys/physical_work/mod.rs,c6-identifier,phase-7,workspace:crates/worth-store/tests/physical_record_journeys/physical_work/mod.rs,source-and-metadata-absence,deleted-phase-7,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store/tests/physical_record_journeys/physical_work/phase_16_lifecycle_maelstrom/mutant_report.rs,c6-identifier,phase-5,workspace:crates/worth-store/tests/physical_record_journeys/physical_work/phase_16_lifecycle_maelstrom/mutant_report.rs,source-and-metadata-absence,deleted-phase-5,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store/tests/physical_record_journeys/physical_work/phase_16_lifecycle_maelstrom/shutdown_trace.rs,c6-identifier,phase-3,workspace:crates/worth-store/tests/physical_record_journeys/physical_work/phase_16_lifecycle_maelstrom/shutdown_trace.rs,source-and-metadata-absence,deleted-phase-3,narrow,Retain shutdown-trace evidence while removing the obsolete C6 identity from its protocol vocabulary
crates/worth-store/tests/physical_record_journeys/physical_work/phase_16_lifecycle_maelstrom/workflows.rs,c6-identifier,phase-5,workspace:crates/worth-store/tests/physical_record_journeys/physical_work/phase_16_lifecycle_maelstrom/workflows.rs,source-and-metadata-absence,deleted-phase-5,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store/tests/physical_record_journeys/writeback_courtroom.rs,c6-identifier,phase-5,workspace:crates/worth-store/tests/physical_record_journeys/physical_work/residency_writeback_lifecycle.rs,source-and-metadata-absence,deleted-phase-5,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store/tests/physical_runtime_authority/c6_handoff_internals_are_sealed.rs,c6-identifier;temporary-handoff,phase-7,workspace:crates/worth-store/tests/physical_runtime_authority/residency_writeback_internals_are_sealed.rs,source-and-metadata-absence,deleted-phase-7,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store/tests/physical_runtime_authority/c6_handoff_supported.rs,c6-identifier;temporary-handoff,phase-7,workspace:crates/worth-store/tests/physical_runtime_authority/responsibility_named_store_facade_supported.rs,source-and-metadata-absence,deleted-phase-7,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store/tests/physical_runtime_authority_ui.rs,c6-identifier,phase-7,workspace:crates/worth-store/tests/physical_runtime_authority_ui.rs,source-and-metadata-absence,deleted-phase-7,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-blob-chunks/Cargo.toml,legacy-s2-feature,phase-8,workspace:crates/worth-store-blob-chunks/Cargo.toml,source-and-metadata-absence,deleted-phase-8,narrow,Retain Blob crate manifest; remove legacy S.2 feature and pool dependency edges
crates/worth-store-blob-chunks/src/streaming/allocation.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-blob-chunks/src/streaming/allocation.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-blob-chunks/src/streaming/ingest/admission/rejections.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-blob-chunks/src/streaming/ingest/admission/rejections.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain Blob denial surface; remove raw pool-denial translation
crates/worth-store-blob-chunks/src/streaming/ingest/denial.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-blob-chunks/src/streaming/ingest/denial.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain Blob denial surface; remove raw pool-denial translation
crates/worth-store-blob-chunks/src/streaming/ingest/ingest_test_support.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-blob-chunks/src/streaming/ingest/ingest_test_support.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-blob-chunks/src/streaming/ingest/ingest_tests.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-blob-chunks/src/streaming/ingest/ingest_tests.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-blob-chunks/src/streaming/ingest/large_record_envelope.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-blob-chunks/src/streaming/allocation.rs,source-and-metadata-absence,deleted-phase-8,delete,Delete redundant pool-shaped envelope; Store-issued Blob allocation is the authority
crates/worth-store-blob-chunks/src/streaming/ingest/orchestration/bounded_ingest.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-blob-chunks/src/streaming/ingest/orchestration/bounded_ingest.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-blob-chunks/src/streaming/read/denial.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-blob-chunks/src/streaming/read/denial.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-blob-chunks/src/streaming/read/orchestration/verify_bounded.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-blob-chunks/src/streaming/read/orchestration/verify_bounded.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-blob-chunks/src/streaming/read/tests.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-blob-chunks/src/streaming/read/tests.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-blob-chunks/src/test_support/allocation.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-blob-chunks/src/test_support/allocation.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-maintenance/Cargo.toml,direct-pool-consumer,phase-8,workspace:crates/worth-store-maintenance/Cargo.toml,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-maintenance/src/layout_projection/queue.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-maintenance/src/layout_projection/queue.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-maintenance/src/layout_projection/tests.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-maintenance/src/layout_projection/tests.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-maintenance/src/memory_envelopes.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-maintenance/src/memory_envelopes.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-buffer-pool/Cargo.toml,legacy-s2-feature,phase-8,workspace:crates/worth-store-buffer-pool/src/physical_residency/,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical pool manifest; remove legacy features and dead predecessor dependencies
crates/worth-store-buffer-pool/src/admission.rs,legacy-s2-module-closure;snapshot-residency-authority,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/admission/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/allocation/allocation_scope.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/scoped_allocation/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/allocation/allocation_scope_tests.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/scoped_allocation/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/allocation/mod.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/scoped_allocation/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/background_work/background_envelope_admission.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/scoped_allocation/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/background_work/background_envelope_counters.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/residency_observation/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/background_work/background_envelope_denials.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/scoped_allocation/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/background_work/background_envelope_request.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/scoped_allocation/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/background_work/background_envelope_tests.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/scoped_allocation/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/background_work/mod.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/scoped_allocation/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/background_work_budget.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,workspace:crates/worth-store-io-scheduler/src/background_pacing/budget.rs,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/background_work_class.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,workspace:crates/worth-store-io-scheduler/src/background_pacing/class.rs,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/buffer_pool_evidence_source.rs,legacy-frame-table;legacy-record-view;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/residency_observation/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/buffer_pool_evidence_source_tests.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/residency_observation/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/dirty_pages/dirty_counters.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/residency_observation/writeback.rs,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/dirty_pages/dirty_publication.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/dirty/writeback/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/dirty_pages/dirty_state.rs,legacy-frame-table;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/dirty/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/dirty_pages/dirty_state_test_support.rs,legacy-frame-table;legacy-s2-module-closure;snapshot-residency-authority,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/dirty/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/dirty_pages/dirty_state_tests.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/dirty/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/dirty_pages/mod.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/dirty/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/entry.rs,legacy-s2-module-closure;snapshot-residency-authority,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/admission/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/eviction.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,physical_residency/pool/eviction/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/eviction/eviction_counters.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,physical_residency/observation/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/eviction/eviction_tests.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,physical_residency/tests/eviction_siege/mod.rs,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/lease_identity.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,physical_residency/lease/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/lib.rs,legacy-frame-table;legacy-record-view;legacy-s2-feature;snapshot-residency-authority,phase-8,workspace:crates/worth-store-buffer-pool/src/physical_residency/,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical crate facade; remove every predecessor module and export
crates/worth-store-buffer-pool/src/page_lease.rs,legacy-frame-table;legacy-s2-module-closure,phase-8,physical_residency/lease/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/physical_entry_facts.rs,legacy-s2-module-closure;snapshot-residency-authority,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/admission/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/pinned_frame_view.rs,legacy-frame-table;legacy-record-view;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/access/record_chunk_view.rs,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/pinned_page_lease.rs,legacy-frame-table;legacy-record-view;legacy-s2-module-closure,phase-8,physical_residency/lease/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/pinning/mod.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,physical_residency/lease/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/pinning/pin_counters.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,physical_residency/observation/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/pinning/pin_lifecycle.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,physical_residency/lease/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/pinning/pin_lifecycle_tests.rs,legacy-frame-table;legacy-s2-module-closure;snapshot-residency-authority,phase-8,physical_residency/tests/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/record_access/mod.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/access/record_chunk_view.rs,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/record_access/record_view_admission.rs,legacy-frame-table;legacy-record-view;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/access/record_chunk_view.rs,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/record_access/record_view_admission_tests.rs,legacy-record-view;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/access/record_chunk_view.rs,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/record_access/record_view_conflicts.rs,legacy-frame-table;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/access/record_chunk_view.rs,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/record_access/record_view_counters.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/access/read_observation.rs,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/record_access/record_view_denials.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/access/record_chunk_view.rs,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
