path,match_families,match_counts,responsibility,destination_owner,disposition,last_consumer,deletion_phase,absence_gate,status
crates/worth-store/src/bin/physical_store_work_courtroom/bounded_residency/generation_fencing/writeback_admission.rs,durability-vocabulary,durability-vocabulary=2,domain-durability-meaning,crate:worth-store,preserve,crates/worth-store/src/bin/physical_store_work_courtroom/bounded_residency/generation_fencing/writeback_admission.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/bin/physical_store_work_courtroom/bounded_residency/checkpoint.rs,checkpoint-publication,checkpoint-publication=8,reliability-seed-checkpoint-completion,physical_store_work_courtroom/bounded_residency,preserve,crates/worth-store/src/bin/physical_store_work_courtroom/bounded_residency/checkpoint.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/bin/physical_store_work_courtroom/bounded_residency/producer.rs,durability-vocabulary,durability-vocabulary=4,physical-courtroom-seed-workload,physical_store_work_courtroom/bounded_residency,preserve,crates/worth-store/src/bin/physical_store_work_courtroom/bounded_residency/producer.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/bin/physical_store_work_courtroom/bounded_residency/protocol/work_reconciliation.rs,durability-barrier;durability-vocabulary;root-publication-topology;wal-topology,durability-barrier=4;durability-vocabulary=9;root-publication-topology=3;wal-topology=3,physical-work-reconciliation-protocol,worth-store/physical-store-work-courtroom,preserve,crates/worth-store/src/bin/physical_store_work_courtroom/bounded_residency/protocol/work_reconciliation.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/bin/physical_store_work_courtroom/bounded_residency/serving.rs,durability-vocabulary,durability-vocabulary=3,bounded-residency-durability-consumer,physical_store_work_courtroom/bounded_residency,preserve,crates/worth-store/src/bin/physical_store_work_courtroom/bounded_residency/serving.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/bin/physical_store_work_courtroom/bounded_residency/speculative_pressure/writebehind_pressure.rs,durability-vocabulary,durability-vocabulary=4,domain-durability-meaning,crate:worth-store,preserve,crates/worth-store/src/bin/physical_store_work_courtroom/bounded_residency/speculative_pressure/writebehind_pressure.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/bin/physical_store_work_courtroom/bounded_residency/work_reconciliation/backend_role.rs,root-publication-topology,root-publication-topology=1,root-publication-consumer,physical_runtime/durability/publication-and-C10-isolation,narrow,crates/worth-store/src/bin/physical_store_work_courtroom/bounded_residency/work_reconciliation/backend_role.rs,phase-7,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/bin/physical_store_work_courtroom/bounded_residency/work_reconciliation/causal_record.rs,durability-barrier;durability-vocabulary;root-publication-topology;wal-topology,durability-barrier=2;durability-vocabulary=2;root-publication-topology=2;wal-topology=2,physical-work-causal-reconciliation,worth-store/physical-store-work-courtroom,preserve,crates/worth-store/src/bin/physical_store_work_courtroom/bounded_residency/work_reconciliation/causal_record.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/bin/physical_store_work_courtroom/bounded_residency/writeback_pressure/append_pressure.rs,durability-vocabulary;ordinary-record-mutation-entry;root-publication-topology,durability-vocabulary=17;ordinary-record-mutation-entry=1;root-publication-topology=2,ordinary-record-publication,physical_runtime/durability/mutation,replace,crates/worth-store/src/bin/physical_store_work_courtroom/bounded_residency/writeback_pressure/append_pressure.rs,phase-8,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/bin/physical_store_work_courtroom/bounded_residency/writeback_pressure/dispatch_coordination.rs,durability-vocabulary;ordinary-record-mutation-entry,durability-vocabulary=9;ordinary-record-mutation-entry=1,bounded-residency-dispatch-coordination,physical_store_work_courtroom/bounded_residency/writeback_pressure,preserve,crates/worth-store/src/bin/physical_store_work_courtroom/bounded_residency/writeback_pressure/dispatch_coordination.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/bin/physical_store_work_courtroom/bounded_residency/writeback_pressure/trace.rs,published-record-batch,published-record-batch=2,ordinary-record-publication,physical_runtime/durability/mutation,delete,crates/worth-store/src/bin/physical_store_work_courtroom/bounded_residency/writeback_pressure/trace.rs,phase-7,tracked-family-source-and-metadata-reconciliation,deleted-phase-7
crates/worth-store/src/bin/physical_store_work_courtroom/exact_write.rs,durability-vocabulary,durability-vocabulary=2,domain-durability-meaning,crate:worth-store,preserve,crates/worth-store/src/bin/physical_store_work_courtroom/exact_write.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/bin/physical_store_work_courtroom/reopen.rs,durability-vocabulary,durability-vocabulary=4,courtroom-reopen-durability-consumer,physical_store_work_courtroom/reopen,preserve,crates/worth-store/src/bin/physical_store_work_courtroom/reopen.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/bin/physical_store_work_courtroom/shutdown.rs,durability-vocabulary,durability-vocabulary=3,courtroom-shutdown-durability-consumer,physical_store_work_courtroom/shutdown,preserve,crates/worth-store/src/bin/physical_store_work_courtroom/shutdown.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/bin/physical_store_work_courtroom/write.rs,durability-vocabulary;root-publication-topology,durability-vocabulary=8;root-publication-topology=1,ordinary-record-publication,physical_runtime/durability/mutation,replace,crates/worth-store/src/bin/physical_store_work_courtroom/write.rs,phase-8,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/lib.rs,durability-vocabulary,durability-vocabulary=3,domain-durability-meaning,crate:worth-store,preserve,crates/worth-store/src/lib.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/admission.rs,durability-vocabulary,durability-vocabulary=1,domain-durability-meaning,crate:worth-store,preserve,crates/worth-store/src/physical_runtime/admission.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/certification_input.rs,durability-vocabulary,durability-vocabulary=2,certification-durable-mutation-input,physical_runtime/certification,preserve,crates/worth-store/src/physical_runtime/certification_input.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/admission/checkpoint_start.rs,checkpoint-publication;durability-vocabulary,checkpoint-publication=14;durability-vocabulary=2,checkpoint-start-proof-outcome,physical_runtime/durability/admission,preserve,crates/worth-store/src/physical_runtime/durability/admission/checkpoint_start.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/admission/denial.rs,durability-vocabulary,durability-vocabulary=5,durability-policy-outcome-topology,physical_runtime/durability/admission,preserve,crates/worth-store/src/physical_runtime/durability/admission/denial.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/admission/mod.rs,checkpoint-publication;durability-vocabulary;wal-topology,checkpoint-publication=8;durability-vocabulary=13;wal-topology=3,durability-admission-facade,physical_runtime/durability/admission,preserve,crates/worth-store/src/physical_runtime/durability/admission/mod.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/admission/platform_basis_join.rs,durability-vocabulary,durability-vocabulary=37,qualified-media-policy-binding,physical_runtime/durability/admission,preserve,crates/worth-store/src/physical_runtime/durability/admission/platform_basis_join.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/admission/policy.rs,checkpoint-publication;durability-barrier;durability-vocabulary;wal-topology,checkpoint-publication=11;durability-barrier=3;durability-vocabulary=48;wal-topology=4,durability-policy-admission,physical_runtime/durability/admission,preserve,crates/worth-store/src/physical_runtime/durability/admission/policy.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/admission/policy/identity.rs,checkpoint-publication;durability-vocabulary,checkpoint-publication=2;durability-vocabulary=6,durability-policy-identity-encoding,physical_runtime/durability/admission/policy,preserve,crates/worth-store/src/physical_runtime/durability/admission/policy/identity.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/admission/wal_policy.rs,wal-topology,wal-topology=10,wal-segment-topology-admission,physical_runtime/durability/admission,preserve,crates/worth-store/src/physical_runtime/durability/admission/wal_policy.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/barrier/declaration.rs,durability-barrier;durability-vocabulary;wal-topology,durability-barrier=19;durability-vocabulary=33;wal-topology=3,displaced-scalar-wal-barrier-declaration,physical_runtime/durability/grouping/wal_barrier,delete,crates/worth-store/src/physical_runtime/durability/barrier/declaration.rs,phase-5,tracked-family-source-and-metadata-reconciliation,deleted-phase-5
crates/worth-store/src/physical_runtime/durability/barrier/outcome.rs,durability-vocabulary;wal-topology,durability-vocabulary=3;wal-topology=4,displaced-scalar-wal-barrier-fate,physical_runtime/durability/grouping/wal_barrier,delete,crates/worth-store/src/physical_runtime/durability/barrier/outcome.rs,phase-5,tracked-family-source-and-metadata-reconciliation,deleted-phase-5
crates/worth-store/src/physical_runtime/durability/barrier/port.rs,durability-vocabulary;wal-topology,durability-vocabulary=12;wal-topology=4,displaced-scalar-wal-barrier-orchestration,physical_runtime/durability/grouping/wal_barrier,delete,crates/worth-store/src/physical_runtime/durability/barrier/port.rs,phase-5,tracked-family-source-and-metadata-reconciliation,deleted-phase-5
crates/worth-store/src/physical_runtime/durability/barrier/settlement.rs,durability-barrier;durability-vocabulary,durability-barrier=3;durability-vocabulary=9,displaced-scalar-wal-barrier-settlement,physical_runtime/durability/grouping/wal_barrier,delete,crates/worth-store/src/physical_runtime/durability/barrier/settlement.rs,phase-5,tracked-family-source-and-metadata-reconciliation,deleted-phase-5
crates/worth-store/src/physical_runtime/durability/checkpoint/capture.rs,checkpoint-publication;durability-vocabulary;wal-topology,checkpoint-publication=43;durability-vocabulary=18;wal-topology=2,checkpoint-source-admission-owner,physical_runtime/durability/checkpoint,preserve,crates/worth-store/src/physical_runtime/durability/checkpoint/capture.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/checkpoint/capture/execution.rs,checkpoint-publication;durability-vocabulary,checkpoint-publication=114;durability-vocabulary=9,checkpoint-capture-execution-and-reconciliation,physical_runtime/durability/checkpoint/capture,preserve,crates/worth-store/src/physical_runtime/durability/checkpoint/capture/execution.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/checkpoint/capture/publication_cutover.rs,checkpoint-publication;durability-vocabulary;wal-topology,checkpoint-publication=58;durability-vocabulary=20;wal-topology=9,checkpoint-publication-cutover-execution,physical_runtime/durability/checkpoint/capture,preserve,crates/worth-store/src/physical_runtime/durability/checkpoint/capture/publication_cutover.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/checkpoint/capture/streaming.rs,checkpoint-publication;durability-vocabulary,checkpoint-publication=19;durability-vocabulary=3,bounded-checkpoint-dirty-source-streaming,physical_runtime/durability/checkpoint/capture,preserve,crates/worth-store/src/physical_runtime/durability/checkpoint/capture/streaming.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/checkpoint/failure.rs,checkpoint-publication;durability-vocabulary;wal-topology,checkpoint-publication=31;durability-vocabulary=1;wal-topology=2,checkpoint-internal-failure-classification,physical_runtime/durability/checkpoint,preserve,crates/worth-store/src/physical_runtime/durability/checkpoint/failure.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/checkpoint/handle.rs,checkpoint-publication,checkpoint-publication=62,checkpoint-caller-observation-handle,physical_runtime/durability/checkpoint,preserve,crates/worth-store/src/physical_runtime/durability/checkpoint/handle.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/checkpoint/mod.rs,checkpoint-publication;durability-vocabulary;wal-topology,checkpoint-publication=29;durability-vocabulary=1;wal-topology=3,checkpoint-durability-facade,physical_runtime/durability/checkpoint,preserve,crates/worth-store/src/physical_runtime/durability/checkpoint/mod.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/checkpoint/outcome.rs,checkpoint-publication;wal-topology,checkpoint-publication=57;wal-topology=3,checkpoint-terminal-outcome,physical_runtime/durability/checkpoint,preserve,crates/worth-store/src/physical_runtime/durability/checkpoint/outcome.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/checkpoint/progress.rs,checkpoint-publication,checkpoint-publication=14,checkpoint-caller-progress-observation,physical_runtime/durability/checkpoint,preserve,crates/worth-store/src/physical_runtime/durability/checkpoint/progress.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/checkpoint/publication.rs,checkpoint-publication;durability-vocabulary;wal-topology,checkpoint-publication=74;durability-vocabulary=13;wal-topology=3,checkpoint-publication-typestate,physical_runtime/durability/checkpoint,preserve,crates/worth-store/src/physical_runtime/durability/checkpoint/publication.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/checkpoint/reopen.rs,durability-vocabulary,durability-vocabulary=4,checkpoint-binding-reopen-contract,physical_runtime/durability/checkpoint/reopen,preserve,crates/worth-store/src/physical_runtime/durability/checkpoint/reopen.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/checkpoint/reopen/binding_compaction.rs,checkpoint-publication;durability-vocabulary,checkpoint-publication=2;durability-vocabulary=4,incremental-checkpoint-binding-reopen,physical_runtime/durability/checkpoint/reopen,preserve,crates/worth-store/src/physical_runtime/durability/checkpoint/reopen/binding_compaction.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/checkpoint/request.rs,checkpoint-publication,checkpoint-publication=15,checkpoint-request-contract,physical_runtime/durability/checkpoint,preserve,crates/worth-store/src/physical_runtime/durability/checkpoint/request.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/checkpoint/retained_wal_tail.rs,checkpoint-publication;durability-vocabulary;wal-topology,checkpoint-publication=34;durability-vocabulary=40;wal-topology=50,canonical-retained-wal-tail-authority,physical_runtime/durability/checkpoint,preserve,crates/worth-store/src/physical_runtime/durability/checkpoint/retained_wal_tail.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/checkpoint/retained_wal_tail/tests.rs,checkpoint-publication;durability-vocabulary;wal-topology,checkpoint-publication=28;durability-vocabulary=3;wal-topology=38,retained-wal-tail-admission-proof,physical_runtime/durability/checkpoint,preserve,crates/worth-store/src/physical_runtime/durability/checkpoint/retained_wal_tail/tests.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/checkpoint/runtime_owner.rs,checkpoint-publication;durability-vocabulary,checkpoint-publication=79;durability-vocabulary=2,checkpoint-managed-runtime-owner,physical_runtime/durability/checkpoint,preserve,crates/worth-store/src/physical_runtime/durability/checkpoint/runtime_owner.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/checkpoint/work_port.rs,checkpoint-publication,checkpoint-publication=41,checkpoint-background-work-port,physical_runtime/durability/checkpoint,preserve,crates/worth-store/src/physical_runtime/durability/checkpoint/work_port.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/data/dispatch_outcome.rs,durability-vocabulary,durability-vocabulary=24,typed-data-dispatch-fate,physical_runtime/durability/data,preserve,crates/worth-store/src/physical_runtime/durability/data/dispatch_outcome.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/data/page_wal_basis.rs,durability-vocabulary;page-lsn,durability-vocabulary=6;page-lsn=5,encoded-frame-wal-causal-basis,physical_runtime/durability/data,preserve,crates/worth-store/src/physical_runtime/durability/data/page_wal_basis.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/data/page_wal_basis/causal_extension_tests.rs,durability-vocabulary;page-lsn,durability-vocabulary=4;page-lsn=4,page-wal-causal-extension-proof,physical_runtime/durability/data-tests,preserve,crates/worth-store/src/physical_runtime/durability/data/page_wal_basis/causal_extension_tests.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/data/prepared_plan.rs,durability-vocabulary;page-lsn;wal-topology,durability-vocabulary=11;page-lsn=2;wal-topology=4,wal-bound-data-frame-planning,physical_runtime/durability/data,preserve,crates/worth-store/src/physical_runtime/durability/data/prepared_plan.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/data/prior_page_basis.rs,durability-vocabulary;page-lsn,durability-vocabulary=6;page-lsn=4,certified-prior-page-basis,physical_runtime/durability/data,preserve,crates/worth-store/src/physical_runtime/durability/data/prior_page_basis.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/data/writeback_join.rs,durability-vocabulary,durability-vocabulary=3,exact-new-and-c6-effect-settlement,physical_runtime/durability/data,preserve,crates/worth-store/src/physical_runtime/durability/data/writeback_join.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/evidence_projection/executed_boundary.rs,acknowledgment-topology;durability-vocabulary,acknowledgment-topology=10;durability-vocabulary=8,one-way-executed-boundary-projection,physical_runtime/durability/evidence_projection,preserve,crates/worth-store/src/physical_runtime/durability/evidence_projection/executed_boundary.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/evidence_projection/performance.rs,acknowledgment-topology,acknowledgment-topology=6,obsolete-monolithic-performance-projection,physical_runtime/durability/evidence_projection/performance,delete,crates/worth-store/src/physical_runtime/durability/evidence_projection/performance.rs,phase-10,tracked-family-source-and-metadata-reconciliation,deleted-phase-10
crates/worth-store/src/physical_runtime/durability/grouping/admission.rs,durability-vocabulary;root-publication-topology,durability-vocabulary=61;root-publication-topology=8,bounded-group-admission-and-exact-member-binding,physical_runtime/durability/grouping,preserve,crates/worth-store/src/physical_runtime/durability/grouping/admission.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/grouping/admission/identity_issuance.rs,durability-vocabulary,durability-vocabulary=10,group-identity-and-membership-issuance,physical_runtime/durability/grouping/admission,preserve,crates/worth-store/src/physical_runtime/durability/grouping/admission/identity_issuance.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/grouping/admission_validation.rs,durability-vocabulary,durability-vocabulary=41,group-width-byte-delay-and-identity-validation,physical_runtime/durability/grouping,preserve,crates/worth-store/src/physical_runtime/durability/grouping/admission_validation.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/grouping/data_settlement.rs,durability-vocabulary,durability-vocabulary=5,sealed-data-settled-group-admission,physical_runtime/durability/grouping,preserve,crates/worth-store/src/physical_runtime/durability/grouping/data_settlement.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/grouping/member_settlement.rs,durability-barrier;durability-vocabulary,durability-barrier=2;durability-vocabulary=22,cardinality-preserving-member-durability-derivation,physical_runtime/durability/grouping,preserve,crates/worth-store/src/physical_runtime/durability/grouping/member_settlement.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/grouping/mod.rs,durability-vocabulary;root-publication-topology,durability-vocabulary=14;root-publication-topology=4,durability-grouping-facade,physical_runtime/durability/grouping,preserve,crates/worth-store/src/physical_runtime/durability/grouping/mod.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/grouping/observation.rs,durability-vocabulary;root-publication-topology,durability-vocabulary=3;root-publication-topology=9,stage-exact-group-amplification-observation,physical_runtime/durability/grouping,preserve,crates/worth-store/src/physical_runtime/durability/grouping/observation.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/grouping/root_publication.rs,durability-vocabulary;root-publication-topology,durability-vocabulary=5;root-publication-topology=6,explicit-shared-root-publication-plan,physical_runtime/durability/grouping,preserve,crates/worth-store/src/physical_runtime/durability/grouping/root_publication.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/grouping/unique_membership.rs,durability-vocabulary;wal-topology,durability-vocabulary=34;wal-topology=9,ordered-nonempty-unique-group-sealing,physical_runtime/durability/grouping,preserve,crates/worth-store/src/physical_runtime/durability/grouping/unique_membership.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/grouping/wal_barrier/declaration.rs,durability-barrier;durability-vocabulary;wal-topology,durability-barrier=20;durability-vocabulary=49;wal-topology=2,exact-all-member-shared-barrier-declaration,physical_runtime/durability/grouping/wal_barrier,preserve,crates/worth-store/src/physical_runtime/durability/grouping/wal_barrier/declaration.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/grouping/wal_barrier/outcome.rs,durability-vocabulary,durability-vocabulary=9,typed-shared-barrier-fate-retaining-group-authority,physical_runtime/durability/grouping/wal_barrier,preserve,crates/worth-store/src/physical_runtime/durability/grouping/wal_barrier/outcome.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/grouping/wal_barrier/port.rs,durability-vocabulary,durability-vocabulary=21,ordinary-shared-wal-barrier-orchestration,physical_runtime/durability/grouping/wal_barrier,preserve,crates/worth-store/src/physical_runtime/durability/grouping/wal_barrier/port.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/grouping/wal_barrier/settlement.rs,durability-barrier;durability-vocabulary,durability-barrier=3;durability-vocabulary=12,completion-bound-shared-group-barrier-settlement,physical_runtime/durability/grouping/wal_barrier,preserve,crates/worth-store/src/physical_runtime/durability/grouping/wal_barrier/settlement.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/lifecycle/managed_work.rs,acknowledgment-topology;durability-vocabulary;wal-topology,acknowledgment-topology=1;durability-vocabulary=8;wal-topology=1,store-owned-mutation-lifecycle,physical_runtime/durability/lifecycle,preserve,crates/worth-store/src/physical_runtime/durability/lifecycle/managed_work.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/lifecycle/yieldpoint.rs,durability-vocabulary;root-publication-topology,durability-vocabulary=1;root-publication-topology=1,deterministic-mutation-lifecycle-yieldpoints,physical_runtime/durability/lifecycle,preserve,crates/worth-store/src/physical_runtime/durability/lifecycle/yieldpoint.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/mod.rs,acknowledgment-topology;checkpoint-publication;durability-vocabulary;root-publication-topology;wal-topology,acknowledgment-topology=1;checkpoint-publication=31;durability-vocabulary=51;root-publication-topology=17;wal-topology=14,durability-runtime-facade,physical_runtime/durability,preserve,crates/worth-store/src/physical_runtime/durability/mod.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
crates/worth-store/src/physical_runtime/durability/mutation/handle.rs,durability-vocabulary,durability-vocabulary=2,caller-mutation-observation-handle,physical_runtime/durability/mutation,preserve,crates/worth-store/src/physical_runtime/durability/mutation/handle.rs,preserve,tracked-family-source-and-metadata-reconciliation,inventory-open
